,cell_name,predicted_label
83200,83200,TAMs
83201,83201,NK cells
83202,83202,Malignant cells
83203,83203,CAFs
83204,83204,B cells
83205,83205,Hepatocytes
83206,83206,B cells
83207,83207,Mast cells
83208,83208,Malignant cells
83209,83209,TECs
83210,83210,T cells
83211,83211,CAFs
83212,83212,CAFs
83213,83213,B cells
83214,83214,Hepatocytes
83215,83215,B cells
83216,83216,CAFs
83217,83217,CAFs
83218,83218,CAFs
83219,83219,Monocytes
83220,83220,T cells
83221,83221,Plasma cells
83222,83222,B cells
83223,83223,T cells
83224,83224,CAFs
83225,83225,CAFs
83226,83226,Hepatocytes
83227,83227,T cells
83228,83228,CAFs
83229,83229,CAFs
83230,83230,T cells
83231,83231,CAFs
83232,83232,CAFs
83233,83233,TECs
83234,83234,Malignant cells
83235,83235,CAFs
83236,83236,CAFs
83237,83237,CAFs
83238,83238,CAFs
83239,83239,Smooth muscle cells
83240,83240,CAFs
83241,83241,CAFs
83242,83242,TAMs
83243,83243,Dendritic cells
83244,83244,CAFs
83245,83245,CAFs
83246,83246,TECs
83247,83247,CAFs
83248,83248,CAFs
83249,83249,CAFs
83250,83250,CAFs
83251,83251,CAFs
83252,83252,CAFs
83253,83253,CAFs
83254,83254,CAFs
83255,83255,CAFs
83256,83256,CAFs
83257,83257,CAFs
83258,83258,CAFs
83259,83259,CAFs
83260,83260,CAFs
83261,83261,CAFs
83262,83262,CAFs
83263,83263,CAFs
83264,83264,CAFs
83265,83265,CAFs
83266,83266,CAFs
83267,83267,CAFs
83268,83268,CAFs
83269,83269,TECs
83270,83270,CAFs
83271,83271,CAFs
83272,83272,CAFs
83273,83273,CAFs
83274,83274,TECs
83275,83275,CAFs
83276,83276,CAFs
83277,83277,CAFs
83278,83278,CAFs
83279,83279,CAFs
83280,83280,CAFs
83281,83281,CAFs
83282,83282,CAFs
83283,83283,CAFs
83284,83284,CAFs
83285,83285,CAFs
83286,83286,CAFs
83287,83287,CAFs
83288,83288,CAFs
83289,83289,CAFs
83290,83290,CAFs
83291,83291,CAFs
83292,83292,CAFs
83293,83293,CAFs
83294,83294,CAFs
83295,83295,TECs
83296,83296,CAFs
83297,83297,T cells
83298,83298,T cells
83299,83299,CAFs
83300,83300,CAFs
83301,83301,CAFs
83302,83302,CAFs
83303,83303,NK cells
83304,83304,T cells
83305,83305,CAFs
83306,83306,CAFs
83307,83307,CAFs
83308,83308,CAFs
83309,83309,CAFs
83310,83310,Malignant cells
83311,83311,CAFs
83312,83312,CAFs
83313,83313,Malignant cells
83314,83314,CAFs
83315,83315,Malignant cells
83316,83316,CAFs
83317,83317,CAFs
83318,83318,CAFs
83319,83319,T cells
83320,83320,CAFs
83321,83321,CAFs
83322,83322,CAFs
83323,83323,CAFs
83324,83324,CAFs
83325,83325,CAFs
83326,83326,TECs
83327,83327,CAFs
83328,83328,CAFs
83329,83329,CAFs
83330,83330,CAFs
83331,83331,CAFs
83332,83332,Plasma cells
83333,83333,CAFs
83334,83334,CAFs
83335,83335,CAFs
83336,83336,CAFs
83337,83337,CAFs
83338,83338,TECs
83339,83339,CAFs
83340,83340,CAFs
83341,83341,TECs
83342,83342,CAFs
83343,83343,CAFs
83344,83344,CAFs
83345,83345,CAFs
83346,83346,CAFs
83347,83347,CAFs
83348,83348,CAFs
83349,83349,CAFs
83350,83350,CAFs
83351,83351,Cholangiocytes
83352,83352,Cholangiocytes
83353,83353,CAFs
83354,83354,CAFs
83355,83355,CAFs
83356,83356,TECs
83357,83357,CAFs
83358,83358,CAFs
83359,83359,CAFs
83360,83360,Malignant cells
83361,83361,CAFs
83362,83362,CAFs
83363,83363,CAFs
83364,83364,TECs
83365,83365,CAFs
83366,83366,CAFs
83367,83367,CAFs
83368,83368,CAFs
83369,83369,CAFs
83370,83370,CAFs
83371,83371,CAFs
83372,83372,CAFs
83373,83373,CAFs
83374,83374,CAFs
83375,83375,CAFs
83376,83376,CAFs
83377,83377,TAMs
83378,83378,TAMs
83379,83379,TECs
83380,83380,TECs
83381,83381,CAFs
83382,83382,CAFs
83383,83383,CAFs
83384,83384,TECs
83385,83385,CAFs
83386,83386,TECs
83387,83387,CAFs
83388,83388,TECs
83389,83389,TECs
83390,83390,CAFs
83391,83391,TECs
83392,83392,CAFs
83393,83393,CAFs
83394,83394,CAFs
83395,83395,CAFs
83396,83396,TECs
83397,83397,CAFs
83398,83398,TECs
83399,83399,T cells
83400,83400,TECs
83401,83401,CAFs
83402,83402,CAFs
83403,83403,TECs
83404,83404,CAFs
83405,83405,CAFs
83406,83406,TAMs
83407,83407,CAFs
83408,83408,CAFs
83409,83409,CAFs
83410,83410,CAFs
83411,83411,CAFs
83412,83412,CAFs
83413,83413,CAFs
83414,83414,Monocytes
83415,83415,CAFs
83416,83416,CAFs
83417,83417,CAFs
83418,83418,CAFs
83419,83419,CAFs
83420,83420,CAFs
83421,83421,CAFs
83422,83422,CAFs
83423,83423,CAFs
83424,83424,TAMs
83425,83425,Monocytes
83426,83426,Dendritic cells
83427,83427,Monocytes
83428,83428,CAFs
83429,83429,CAFs
83430,83430,CAFs
83431,83431,CAFs
83432,83432,CAFs
83433,83433,CAFs
83434,83434,CAFs
83435,83435,CAFs
83436,83436,CAFs
83437,83437,CAFs
83438,83438,CAFs
83439,83439,TAMs
83440,83440,CAFs
83441,83441,TECs
83442,83442,CAFs
83443,83443,CAFs
83444,83444,TECs
83445,83445,CAFs
83446,83446,CAFs
83447,83447,CAFs
83448,83448,CAFs
83449,83449,CAFs
83450,83450,CAFs
83451,83451,CAFs
83452,83452,CAFs
83453,83453,TECs
83454,83454,CAFs
83455,83455,CAFs
83456,83456,CAFs
83457,83457,TECs
83458,83458,TAMs
83459,83459,TECs
83460,83460,TAMs
83461,83461,TAMs
83462,83462,CAFs
83463,83463,CAFs
83464,83464,T cells
83465,83465,CAFs
83466,83466,T cells
83467,83467,CAFs
83468,83468,CAFs
83469,83469,B cells
83470,83470,CAFs
83471,83471,CAFs
83472,83472,TAMs
83473,83473,CAFs
83474,83474,CAFs
83475,83475,CAFs
83476,83476,CAFs
83477,83477,CAFs
83478,83478,T cells
83479,83479,TECs
83480,83480,CAFs
83481,83481,Neutrophils
83482,83482,CAFs
83483,83483,CAFs
83484,83484,T cells
83485,83485,T cells
83486,83486,CAFs
83487,83487,CAFs
83488,83488,T cells
83489,83489,CAFs
83490,83490,T cells
83491,83491,CAFs
83492,83492,T cells
83493,83493,CAFs
83494,83494,CAFs
83495,83495,CAFs
83496,83496,CAFs
83497,83497,T cells
83498,83498,CAFs
83499,83499,T cells
83500,83500,CAFs
83501,83501,CAFs
83502,83502,CAFs
83503,83503,CAFs
83504,83504,CAFs
83505,83505,CAFs
83506,83506,CAFs
83507,83507,TECs
83508,83508,CAFs
83509,83509,CAFs
83510,83510,CAFs
83511,83511,CAFs
83512,83512,CAFs
83513,83513,CAFs
83514,83514,CAFs
83515,83515,Monocytes
83516,83516,CAFs
83517,83517,CAFs
83518,83518,TECs
83519,83519,Plasma cells
83520,83520,CAFs
83521,83521,CAFs
83522,83522,TAMs
83523,83523,CAFs
83524,83524,CAFs
83525,83525,CAFs
83526,83526,CAFs
83527,83527,CAFs
83528,83528,TAMs
83529,83529,CAFs
83530,83530,CAFs
83531,83531,CAFs
83532,83532,Malignant cells
83533,83533,CAFs
83534,83534,CAFs
83535,83535,CAFs
83536,83536,CAFs
83537,83537,CAFs
83538,83538,CAFs
83539,83539,T cells
83540,83540,CAFs
83541,83541,TECs
83542,83542,CAFs
83543,83543,CAFs
83544,83544,CAFs
83545,83545,CAFs
83546,83546,CAFs
83547,83547,CAFs
83548,83548,CAFs
83549,83549,CAFs
83550,83550,CAFs
83551,83551,T cells
83552,83552,CAFs
83553,83553,CAFs
83554,83554,CAFs
83555,83555,CAFs
83556,83556,TECs
83557,83557,CAFs
83558,83558,CAFs
83559,83559,CAFs
83560,83560,CAFs
83561,83561,TECs
83562,83562,CAFs
83563,83563,CAFs
83564,83564,CAFs
83565,83565,CAFs
83566,83566,CAFs
83567,83567,CAFs
83568,83568,CAFs
83569,83569,CAFs
83570,83570,CAFs
83571,83571,T cells
83572,83572,TECs
83573,83573,CAFs
83574,83574,B cells
83575,83575,T cells
83576,83576,T cells
83577,83577,CAFs
83578,83578,CAFs
83579,83579,T cells
83580,83580,CAFs
83581,83581,CAFs
83582,83582,CAFs
83583,83583,CAFs
83584,83584,CAFs
83585,83585,T cells
83586,83586,CAFs
83587,83587,CAFs
83588,83588,CAFs
83589,83589,CAFs
83590,83590,CAFs
83591,83591,CAFs
83592,83592,CAFs
83593,83593,CAFs
83594,83594,CAFs
83595,83595,CAFs
83596,83596,CAFs
83597,83597,CAFs
83598,83598,CAFs
83599,83599,CAFs
83600,83600,CAFs
83601,83601,CAFs
83602,83602,CAFs
83603,83603,CAFs
83604,83604,CAFs
83605,83605,CAFs
83606,83606,CAFs
83607,83607,CAFs
83608,83608,CAFs
83609,83609,T cells
83610,83610,CAFs
83611,83611,CAFs
83612,83612,CAFs
83613,83613,CAFs
83614,83614,CAFs
83615,83615,CAFs
83616,83616,T cells
83617,83617,TECs
83618,83618,TECs
83619,83619,CAFs
83620,83620,CAFs
83621,83621,CAFs
83622,83622,CAFs
83623,83623,CAFs
83624,83624,CAFs
83625,83625,CAFs
83626,83626,CAFs
83627,83627,CAFs
83628,83628,TECs
83629,83629,TECs
83630,83630,CAFs
83631,83631,TECs
83632,83632,CAFs
83633,83633,CAFs
83634,83634,TECs
83635,83635,TECs
83636,83636,CAFs
83637,83637,CAFs
83638,83638,TECs
83639,83639,TECs
83640,83640,TECs
83641,83641,TECs
83642,83642,CAFs
83643,83643,TECs
83644,83644,CAFs
83645,83645,CAFs
83646,83646,CAFs
83647,83647,NK cells
83648,83648,TECs
83649,83649,TECs
83650,83650,TECs
83651,83651,CAFs
83652,83652,CAFs
83653,83653,CAFs
83654,83654,CAFs
83655,83655,CAFs
83656,83656,CAFs
83657,83657,CAFs
83658,83658,CAFs
83659,83659,CAFs
83660,83660,CAFs
83661,83661,CAFs
83662,83662,CAFs
83663,83663,CAFs
83664,83664,CAFs
83665,83665,CAFs
83666,83666,TECs
83667,83667,CAFs
83668,83668,CAFs
83669,83669,CAFs
83670,83670,CAFs
83671,83671,CAFs
83672,83672,CAFs
83673,83673,CAFs
83674,83674,CAFs
83675,83675,CAFs
83676,83676,TAMs
83677,83677,CAFs
83678,83678,CAFs
83679,83679,CAFs
83680,83680,CAFs
83681,83681,CAFs
83682,83682,CAFs
83683,83683,CAFs
83684,83684,CAFs
83685,83685,CAFs
83686,83686,CAFs
83687,83687,Smooth muscle cells
83688,83688,CAFs
83689,83689,CAFs
83690,83690,Smooth muscle cells
83691,83691,CAFs
83692,83692,CAFs
83693,83693,CAFs
83694,83694,TECs
83695,83695,CAFs
83696,83696,CAFs
83697,83697,TECs
83698,83698,TECs
83699,83699,CAFs
83700,83700,Smooth muscle cells
83701,83701,CAFs
83702,83702,TECs
83703,83703,CAFs
83704,83704,TECs
83705,83705,CAFs
83706,83706,Monocytes
83707,83707,CAFs
83708,83708,B cells
83709,83709,CAFs
83710,83710,CAFs
83711,83711,CAFs
83712,83712,CAFs
83713,83713,T cells
83714,83714,CAFs
83715,83715,CAFs
83716,83716,B cells
83717,83717,CAFs
83718,83718,CAFs
83719,83719,Monocytes
83720,83720,CAFs
83721,83721,CAFs
83722,83722,CAFs
83723,83723,Hepatocytes
83724,83724,CAFs
83725,83725,Dendritic cells
83726,83726,T cells
83727,83727,B cells
83728,83728,CAFs
83729,83729,NK cells
83730,83730,TAMs
83731,83731,Dendritic cells
83732,83732,B cells
83733,83733,CAFs
83734,83734,CAFs
83735,83735,Monocytes
83736,83736,CAFs
83737,83737,CAFs
83738,83738,CAFs
83739,83739,CAFs
83740,83740,CAFs
83741,83741,CAFs
83742,83742,CAFs
83743,83743,CAFs
83744,83744,CAFs
83745,83745,T cells
83746,83746,T cells
83747,83747,CAFs
83748,83748,B cells
83749,83749,T cells
83750,83750,CAFs
83751,83751,CAFs
83752,83752,CAFs
83753,83753,T cells
83754,83754,CAFs
83755,83755,CAFs
83756,83756,CAFs
83757,83757,CAFs
83758,83758,CAFs
83759,83759,CAFs
83760,83760,CAFs
83761,83761,CAFs
83762,83762,CAFs
83763,83763,CAFs
83764,83764,CAFs
83765,83765,CAFs
83766,83766,CAFs
83767,83767,CAFs
83768,83768,CAFs
83769,83769,CAFs
83770,83770,Monocytes
83771,83771,CAFs
83772,83772,CAFs
83773,83773,CAFs
83774,83774,CAFs
83775,83775,T cells
83776,83776,T cells
83777,83777,CAFs
83778,83778,CAFs
83779,83779,CAFs
83780,83780,T cells
83781,83781,CAFs
83782,83782,Neutrophils
83783,83783,T cells
83784,83784,TAMs
83785,83785,TAMs
83786,83786,CAFs
83787,83787,CAFs
83788,83788,CAFs
83789,83789,CAFs
83790,83790,CAFs
83791,83791,CAFs
83792,83792,CAFs
83793,83793,TAMs
83794,83794,CAFs
83795,83795,CAFs
83796,83796,CAFs
83797,83797,CAFs
83798,83798,CAFs
83799,83799,CAFs
83800,83800,CAFs
83801,83801,CAFs
83802,83802,CAFs
83803,83803,Hepatocytes
83804,83804,CAFs
83805,83805,CAFs
83806,83806,CAFs
83807,83807,NK cells
83808,83808,CAFs
83809,83809,T cells
83810,83810,TECs
83811,83811,CAFs
83812,83812,CAFs
83813,83813,CAFs
83814,83814,T cells
83815,83815,T cells
83816,83816,T cells
83817,83817,T cells
83818,83818,CAFs
83819,83819,Neutrophils
83820,83820,B cells
83821,83821,CAFs
83822,83822,T cells
83823,83823,B cells
83824,83824,Dendritic cells
83825,83825,Plasma cells
83826,83826,CAFs
83827,83827,B cells
83828,83828,CAFs
90470,90470,Hepatocytes
90471,90471,TECs
90472,90472,TECs
90473,90473,CAFs
90474,90474,CAFs
90475,90475,TECs
90476,90476,CAFs
90477,90477,TECs
90478,90478,TECs
90479,90479,TECs
90480,90480,TECs
90481,90481,Malignant cells
90482,90482,Hepatocytes
90483,90483,Hepatocytes
90484,90484,TECs
90485,90485,NK cells
90486,90486,TECs
90487,90487,TECs
90488,90488,TECs
90489,90489,Hepatocytes
90490,90490,CAFs
90491,90491,TECs
90492,90492,TECs
90493,90493,CAFs
90494,90494,CAFs
90495,90495,CAFs
90496,90496,CAFs
90497,90497,CAFs
90498,90498,CAFs
90499,90499,CAFs
90500,90500,CAFs
90501,90501,B cells
90502,90502,CAFs
90503,90503,TECs
90504,90504,CAFs
90505,90505,CAFs
90506,90506,CAFs
90507,90507,Plasma cells
90508,90508,CAFs
90509,90509,Malignant cells
90510,90510,CAFs
90511,90511,TAMs
90512,90512,CAFs
90513,90513,Plasma cells
90514,90514,Hepatocytes
90515,90515,CAFs
90516,90516,CAFs
90517,90517,CAFs
90518,90518,CAFs
90519,90519,CAFs
90520,90520,CAFs
90521,90521,CAFs
90522,90522,CAFs
90523,90523,CAFs
90524,90524,Hepatocytes
90525,90525,CAFs
90526,90526,CAFs
90527,90527,CAFs
90528,90528,TECs
90529,90529,CAFs
90530,90530,CAFs
90531,90531,TECs
90532,90532,TECs
127771,127771,Malignant cells
127772,127772,Malignant cells
127773,127773,Malignant cells
127774,127774,Malignant cells
127775,127775,Malignant cells
127776,127776,Malignant cells
127777,127777,Malignant cells
127778,127778,Malignant cells
127779,127779,Malignant cells
127780,127780,Malignant cells
127781,127781,Hepatocytes
127782,127782,Malignant cells
127783,127783,Malignant cells
127784,127784,Hepatocytes
127785,127785,Malignant cells
127786,127786,Malignant cells
127787,127787,Malignant cells
127788,127788,Malignant cells
127789,127789,Malignant cells
127790,127790,Malignant cells
127791,127791,Malignant cells
127792,127792,Malignant cells
127793,127793,Malignant cells
127794,127794,Malignant cells
127795,127795,Malignant cells
127796,127796,Malignant cells
127797,127797,Malignant cells
127798,127798,Malignant cells
127799,127799,Malignant cells
127800,127800,Malignant cells
127801,127801,Hepatocytes
127802,127802,Malignant cells
127803,127803,Malignant cells
127804,127804,Malignant cells
127805,127805,Malignant cells
127806,127806,Malignant cells
127807,127807,Malignant cells
127808,127808,Malignant cells
127809,127809,Malignant cells
127810,127810,Malignant cells
127811,127811,Malignant cells
127812,127812,Malignant cells
127813,127813,Malignant cells
127814,127814,Malignant cells
127815,127815,Hepatocytes
127816,127816,TECs
127817,127817,Malignant cells
127818,127818,Malignant cells
127819,127819,Malignant cells
127820,127820,Malignant cells
127821,127821,Malignant cells
127822,127822,Hepatocytes
127823,127823,Malignant cells
127824,127824,Malignant cells
127825,127825,Hepatocytes
127826,127826,Hepatocytes
127827,127827,Hepatocytes
127828,127828,Malignant cells
127829,127829,Malignant cells
127830,127830,Hepatocytes
127831,127831,Malignant cells
127832,127832,Hepatocytes
127833,127833,Hepatocytes
127834,127834,Malignant cells
127835,127835,Hepatocytes
127836,127836,CAFs
127837,127837,Malignant cells
127838,127838,Malignant cells
127839,127839,Malignant cells
127840,127840,Hepatocytes
127841,127841,Malignant cells
127842,127842,Malignant cells
127843,127843,Malignant cells
127844,127844,Malignant cells
127845,127845,TECs
127846,127846,Malignant cells
127847,127847,Malignant cells
127848,127848,Malignant cells
127849,127849,Malignant cells
127850,127850,Malignant cells
127851,127851,Malignant cells
127852,127852,Hepatocytes
127853,127853,TECs
127854,127854,Hepatocytes
127855,127855,Malignant cells
127856,127856,TECs
127857,127857,Malignant cells
127858,127858,Hepatocytes
127859,127859,Malignant cells
127860,127860,Malignant cells
127861,127861,TECs
127862,127862,Malignant cells
127863,127863,Hepatocytes
127864,127864,Malignant cells
127865,127865,Hepatocytes
127866,127866,Hepatocytes
127867,127867,Malignant cells
127868,127868,TAMs
127869,127869,Malignant cells
127870,127870,TECs
127871,127871,Malignant cells
127872,127872,Hepatocytes
127873,127873,Malignant cells
127874,127874,Malignant cells
127875,127875,Malignant cells
127876,127876,Hepatocytes
127877,127877,Hepatocytes
127878,127878,Hepatocytes
127879,127879,Malignant cells
127880,127880,Hepatocytes
127881,127881,Malignant cells
127882,127882,Hepatocytes
127883,127883,Hepatocytes
127884,127884,Malignant cells
127885,127885,Hepatocytes
127886,127886,Malignant cells
127887,127887,Malignant cells
127888,127888,Malignant cells
127889,127889,Malignant cells
127890,127890,Malignant cells
127891,127891,Malignant cells
127892,127892,Malignant cells
127893,127893,Malignant cells
127894,127894,Malignant cells
127895,127895,Malignant cells
127896,127896,Malignant cells
127897,127897,Malignant cells
127898,127898,Malignant cells
128103,128103,Malignant cells
128104,128104,Hepatocytes
128105,128105,Malignant cells
128106,128106,Malignant cells
128107,128107,Hepatocytes
128108,128108,Hepatocytes
128109,128109,Malignant cells
128110,128110,Hepatocytes
128111,128111,Malignant cells
128112,128112,Malignant cells
128113,128113,Hepatocytes
128115,128115,Hepatocytes
128116,128116,Malignant cells
128117,128117,Malignant cells
128120,128120,Malignant cells
128121,128121,Malignant cells
128122,128122,Malignant cells
128123,128123,Malignant cells
128124,128124,Malignant cells
128126,128126,Hepatocytes
128127,128127,Malignant cells
128128,128128,Malignant cells
128129,128129,Malignant cells
128130,128130,Malignant cells
128131,128131,Hepatocytes
128132,128132,Malignant cells
128133,128133,Malignant cells
128134,128134,Malignant cells
128135,128135,Hepatocytes
128136,128136,Malignant cells
128137,128137,Malignant cells
128138,128138,Malignant cells
128139,128139,Malignant cells
128140,128140,Hepatocytes
128141,128141,Hepatocytes
128142,128142,Malignant cells
128143,128143,Malignant cells
128144,128144,Malignant cells
128145,128145,Malignant cells
128146,128146,Hepatocytes
128147,128147,Malignant cells
128148,128148,Malignant cells
128149,128149,Malignant cells
128150,128150,Malignant cells
128151,128151,Hepatocytes
128152,128152,Hepatocytes
128153,128153,GMPs
128154,128154,Malignant cells
128177,128177,Malignant cells
128180,128180,TECs
128183,128183,Malignant cells
128184,128184,Malignant cells
128185,128185,Malignant cells
128186,128186,Hepatocytes
128187,128187,Malignant cells
128188,128188,Hepatocytes
128222,128222,Malignant cells
128223,128223,Malignant cells
128224,128224,Hepatocytes
128225,128225,Malignant cells
128226,128226,Malignant cells
128227,128227,Hepatocytes
128228,128228,Malignant cells
128229,128229,Hepatocytes
128230,128230,Malignant cells
128231,128231,Malignant cells
128232,128232,Malignant cells
128233,128233,Malignant cells
128234,128234,Hepatocytes
128235,128235,Malignant cells
128236,128236,Malignant cells
128237,128237,Hepatocytes
128238,128238,Malignant cells
128239,128239,Hepatocytes
128240,128240,Hepatocytes
128241,128241,Hepatocytes
128242,128242,Malignant cells
128243,128243,Malignant cells
128244,128244,Malignant cells
128245,128245,Malignant cells
128246,128246,Malignant cells
128247,128247,TECs
128248,128248,Hepatocytes
128249,128249,Hepatocytes
128384,128384,Malignant cells
128385,128385,Hepatocytes
128386,128386,Malignant cells
128387,128387,Malignant cells
128388,128388,Hepatocytes
128751,128751,Malignant cells
128752,128752,Malignant cells
128753,128753,Malignant cells
128754,128754,Malignant cells
128755,128755,Malignant cells
128756,128756,Malignant cells
128757,128757,Malignant cells
128758,128758,Malignant cells
128759,128759,Malignant cells
128760,128760,Malignant cells
128761,128761,Malignant cells
128762,128762,Malignant cells
128763,128763,Malignant cells
128764,128764,Malignant cells
128765,128765,Malignant cells
128766,128766,Malignant cells
128767,128767,Malignant cells
128768,128768,Malignant cells
128769,128769,Malignant cells
128770,128770,Malignant cells
128771,128771,Hepatocytes
128772,128772,Malignant cells
128773,128773,Hepatocytes
128774,128774,Malignant cells
128775,128775,Malignant cells
128776,128776,Hepatocytes
128777,128777,Hepatocytes
128778,128778,Malignant cells
128779,128779,Malignant cells
128780,128780,Hepatocytes
128781,128781,TAMs
128782,128782,Malignant cells
128783,128783,Malignant cells
128784,128784,Malignant cells
128785,128785,Cholangiocytes
128786,128786,Malignant cells
128787,128787,Malignant cells
128945,128945,Hepatocytes
128946,128946,Malignant cells
128947,128947,Malignant cells
128948,128948,Malignant cells
128949,128949,Malignant cells
128950,128950,Malignant cells
128951,128951,Malignant cells
128952,128952,Malignant cells
128953,128953,Malignant cells
128954,128954,Malignant cells
128955,128955,Malignant cells
128957,128957,Malignant cells
128958,128958,Malignant cells
128959,128959,Malignant cells
128960,128960,Malignant cells
128961,128961,Malignant cells
128962,128962,Hepatocytes
128963,128963,Hepatocytes
128964,128964,Malignant cells
128965,128965,Malignant cells
128966,128966,Malignant cells
128967,128967,TECs
128968,128968,Malignant cells
128969,128969,Malignant cells
128970,128970,Malignant cells
128971,128971,Malignant cells
128972,128972,Malignant cells
128973,128973,Malignant cells
128974,128974,Malignant cells
128975,128975,Malignant cells
128977,128977,Hepatocytes
128978,128978,Malignant cells
128979,128979,Malignant cells
128980,128980,Cholangiocytes
128981,128981,Malignant cells
128982,128982,TECs
128983,128983,Malignant cells
128984,128984,Malignant cells
128985,128985,Hepatocytes
128986,128986,Malignant cells
128988,128988,Hepatocytes
128989,128989,TECs
128990,128990,Malignant cells
128991,128991,Malignant cells
128992,128992,Malignant cells
128993,128993,Malignant cells
128994,128994,Malignant cells
128995,128995,TECs
128996,128996,Malignant cells
128997,128997,Malignant cells
128998,128998,Malignant cells
128999,128999,TECs
129000,129000,Malignant cells
129275,129275,Hepatocytes
131540,131540,CAFs
131541,131541,CAFs
131542,131542,CAFs
131543,131543,Plasma cells
131544,131544,TECs
131545,131545,CAFs
131546,131546,CAFs
131547,131547,TAMs
131548,131548,TECs
131549,131549,CAFs
131550,131550,TECs
131551,131551,CAFs
131552,131552,CAFs
131553,131553,TECs
131554,131554,CAFs
131555,131555,TECs
131556,131556,Dendritic cells
131557,131557,TECs
131558,131558,TECs
131559,131559,TECs
131560,131560,CAFs
131561,131561,CAFs
131562,131562,TECs
131563,131563,TECs
131564,131564,TECs
131565,131565,CAFs
131566,131566,CAFs
131567,131567,CAFs
131568,131568,T cells
131569,131569,CAFs
131570,131570,T cells
131571,131571,CAFs
131572,131572,CAFs
131573,131573,CAFs
131574,131574,Neutrophils
131575,131575,Dendritic cells
131576,131576,TECs
131577,131577,CAFs
131578,131578,CAFs
131579,131579,B cells
131580,131580,Monocytes
131581,131581,CAFs
131582,131582,NK cells
131583,131583,CAFs
131584,131584,CAFs
131585,131585,CAFs
131586,131586,CAFs
131587,131587,Monocytes
131588,131588,TECs
131589,131589,CAFs
131590,131590,CAFs
131591,131591,T cells
131592,131592,CAFs
131593,131593,TAMs
131594,131594,TAMs
131595,131595,CAFs
131596,131596,CAFs
131597,131597,CAFs
131598,131598,CAFs
131599,131599,CAFs
131600,131600,CAFs
131601,131601,CAFs
131602,131602,CAFs
131603,131603,CAFs
131604,131604,TAMs
131605,131605,Dendritic cells
131606,131606,CAFs
131607,131607,CAFs
131608,131608,CAFs
131609,131609,TECs
131658,131658,CAFs
131660,131660,CAFs
131662,131662,CAFs
131663,131663,CAFs
131664,131664,CAFs
131665,131665,CAFs
131666,131666,CAFs
131667,131667,CAFs
131668,131668,CAFs
131669,131669,CAFs
131670,131670,CAFs
131671,131671,CAFs
131792,131792,CAFs
131793,131793,TECs
131794,131794,CAFs
131795,131795,CAFs
131796,131796,CAFs
131797,131797,CAFs
131798,131798,CAFs
131799,131799,CAFs
131800,131800,CAFs
131801,131801,CAFs
131802,131802,CAFs
131803,131803,CAFs
131804,131804,CAFs
131805,131805,T cells
131806,131806,CAFs
131807,131807,CAFs
131808,131808,CAFs
131809,131809,CAFs
131810,131810,CAFs
131811,131811,CAFs
131812,131812,CAFs
131813,131813,CAFs
131814,131814,CAFs
131815,131815,CAFs
131816,131816,CAFs
131817,131817,CAFs
131818,131818,CAFs
131819,131819,CAFs
131820,131820,CAFs
131821,131821,CAFs
131822,131822,CAFs
131823,131823,CAFs
131824,131824,TECs
131825,131825,TECs
131826,131826,CAFs
131827,131827,CAFs
131828,131828,CAFs
131829,131829,CAFs
131830,131830,CAFs
131831,131831,CAFs
131832,131832,B cells
131833,131833,CAFs
131834,131834,CAFs
131835,131835,CAFs
131836,131836,CAFs
131837,131837,CAFs
131838,131838,CAFs
131839,131839,CAFs
131840,131840,CAFs
131841,131841,CAFs
131842,131842,TECs
131843,131843,CAFs
131844,131844,CAFs
131845,131845,CAFs
131846,131846,Monocytes
131847,131847,CAFs
131848,131848,TECs
131849,131849,TECs
131850,131850,Stellate cells
131851,131851,CAFs
131852,131852,CAFs
131853,131853,CAFs
131854,131854,TECs
131855,131855,CAFs
131856,131856,CAFs
131857,131857,CAFs
131858,131858,TAMs
131859,131859,CAFs
131860,131860,CAFs
131861,131861,CAFs
131862,131862,CAFs
131863,131863,CAFs
131864,131864,CAFs
131865,131865,CAFs
131866,131866,B cells
131867,131867,TECs
131868,131868,CAFs
131869,131869,TECs
131870,131870,CAFs
131871,131871,T cells
131872,131872,TECs
131873,131873,CAFs
131874,131874,CAFs
131875,131875,CAFs
131876,131876,CAFs
131877,131877,CAFs
131878,131878,Monocytes
131879,131879,CAFs
131880,131880,CAFs
131881,131881,CAFs
131882,131882,TECs
131883,131883,CAFs
131884,131884,CAFs
131885,131885,Dendritic cells
131886,131886,CAFs
131887,131887,TECs
131888,131888,CAFs
131889,131889,B cells
131890,131890,CAFs
131891,131891,CAFs
131892,131892,T cells
131893,131893,T cells
131894,131894,CAFs
131895,131895,CAFs
131896,131896,CAFs
131897,131897,CAFs
131898,131898,CAFs
131899,131899,CAFs
131900,131900,CAFs
131901,131901,CAFs
131907,131907,CAFs
131908,131908,CAFs
131910,131910,CAFs
131912,131912,CAFs
131913,131913,TECs
131914,131914,CAFs
131915,131915,CAFs
131916,131916,TECs
131917,131917,CAFs
131918,131918,CAFs
131919,131919,CAFs
131920,131920,CAFs
131921,131921,CAFs
131922,131922,TECs
131923,131923,CAFs
131924,131924,CAFs
131925,131925,TECs
131926,131926,CAFs
131927,131927,CAFs
131928,131928,CAFs
131929,131929,Dendritic cells
131930,131930,CAFs
131931,131931,CAFs
