,cell_name,predicted_label
59499,59499,CAFs
59500,59500,CAFs
59501,59501,CAFs
59502,59502,CAFs
59503,59503,CAFs
59504,59504,TECs
59505,59505,Hepatocytes
59506,59506,CAFs
59507,59507,CAFs
59508,59508,CAFs
59509,59509,CAFs
59510,59510,CAFs
59511,59511,Plasma cells
59512,59512,Malignant cells
59513,59513,Hepatocytes
59514,59514,CAFs
59955,59955,CAFs
59956,59956,Stellate cells
59957,59957,TECs
59958,59958,CAFs
59959,59959,CAFs
59960,59960,CAFs
59961,59961,TECs
59962,59962,TECs
59963,59963,CAFs
59964,59964,CAFs
59965,59965,T cells
59966,59966,CAFs
59967,59967,CAFs
59968,59968,CAFs
59969,59969,Hepatocytes
59970,59970,Hepatocytes
59971,59971,CAFs
59972,59972,CAFs
59973,59973,CAFs
59974,59974,T cells
59975,59975,CAFs
59976,59976,CAFs
59977,59977,CAFs
59978,59978,CAFs
59979,59979,CAFs
59980,59980,CAFs
59981,59981,CAFs
59982,59982,CAFs
59983,59983,CAFs
59984,59984,CAFs
59985,59985,CAFs
59986,59986,Malignant cells
59987,59987,CAFs
59988,59988,CAFs
59989,59989,CAFs
59991,59991,CAFs
59992,59992,CAFs
59993,59993,Hepatocytes
59994,59994,CAFs
59995,59995,Hepatocytes
59996,59996,CAFs
59997,59997,CAFs
59998,59998,Stellate cells
59999,59999,CAFs
60000,60000,Malignant cells
60001,60001,CAFs
60002,60002,TAMs
60003,60003,CAFs
60004,60004,TECs
60005,60005,Malignant cells
60006,60006,CAFs
60007,60007,CAFs
60011,60011,CAFs
60012,60012,CAFs
60013,60013,CAFs
60014,60014,CAFs
60015,60015,CAFs
60016,60016,TECs
60017,60017,Smooth muscle cells
60018,60018,CAFs
60019,60019,CAFs
60109,60109,Hepatocytes
60110,60110,T cells
60111,60111,TECs
60112,60112,Hepatocytes
60113,60113,Malignant cells
60114,60114,TECs
60115,60115,TECs
60116,60116,CAFs
60117,60117,TECs
60118,60118,TECs
60119,60119,CAFs
60120,60120,TECs
60121,60121,CAFs
60122,60122,TECs
60123,60123,Monocytes
60124,60124,TECs
60125,60125,Malignant cells
60126,60126,Hepatocytes
60127,60127,TECs
60128,60128,Hepatocytes
60129,60129,CAFs
60130,60130,CAFs
60131,60131,Hepatocytes
60132,60132,CAFs
60133,60133,TECs
60134,60134,Hepatocytes
60135,60135,CAFs
60136,60136,Hepatocytes
60137,60137,Hepatocytes
60138,60138,Malignant cells
60139,60139,Hepatocytes
60140,60140,CAFs
60141,60141,CAFs
60142,60142,Hepatocytes
60143,60143,Hepatocytes
60144,60144,Hepatocytes
60145,60145,Hepatocytes
60146,60146,TECs
60147,60147,TECs
60148,60148,Hepatocytes
60149,60149,Hepatocytes
60150,60150,Malignant cells
60151,60151,Malignant cells
60152,60152,Hepatocytes
60153,60153,Hepatocytes
60154,60154,TECs
60155,60155,TECs
60202,60202,Malignant cells
60203,60203,CAFs
60204,60204,Hepatocytes
60205,60205,Hepatocytes
60206,60206,CAFs
60207,60207,Hepatocytes
60208,60208,TAMs
60209,60209,Plasma cells
60210,60210,CAFs
60211,60211,Hepatocytes
60212,60212,Monocytes
60213,60213,CAFs
60214,60214,TECs
60221,60221,Hepatocytes
60223,60223,Malignant cells
60224,60224,Hepatocytes
60272,60272,Malignant cells
60318,60318,Monocytes
60320,60320,T cells
60321,60321,Malignant cells
60322,60322,Hepatocytes
60323,60323,Dendritic cells
60324,60324,Monocytes
60325,60325,CAFs
60326,60326,T cells
60327,60327,Malignant cells
60328,60328,Malignant cells
60329,60329,CAFs
60330,60330,Cholangiocytes
60331,60331,Malignant cells
60332,60332,T cells
60333,60333,TECs
60334,60334,T cells
60335,60335,TAMs
60336,60336,Dendritic cells
60337,60337,T cells
60346,60346,Hepatocytes
60353,60353,Malignant cells
60354,60354,CAFs
60827,60827,Hepatocytes
60828,60828,TECs
60829,60829,CAFs
60830,60830,CAFs
60831,60831,Malignant cells
60832,60832,Malignant cells
60833,60833,TECs
60834,60834,CAFs
60835,60835,TECs
60836,60836,T cells
60837,60837,TECs
60838,60838,Hepatocytes
60839,60839,TECs
60840,60840,Hepatocytes
60841,60841,Malignant cells
60842,60842,CAFs
60843,60843,Hepatocytes
60844,60844,Malignant cells
60845,60845,Hepatocytes
60846,60846,Smooth muscle cells
60847,60847,Malignant cells
60848,60848,CAFs
60849,60849,CAFs
60850,60850,CAFs
60851,60851,TECs
60852,60852,TAMs
60853,60853,CAFs
60854,60854,CAFs
60855,60855,TECs
60856,60856,Malignant cells
60857,60857,Hepatocytes
60858,60858,Malignant cells
60859,60859,Hepatocytes
60860,60860,Hepatocytes
60861,60861,Neutrophils
60862,60862,Hepatocytes
60863,60863,CAFs
60864,60864,CAFs
60865,60865,Hepatocytes
60866,60866,Neutrophils
60867,60867,CAFs
60868,60868,Smooth muscle cells
60869,60869,CAFs
60870,60870,Malignant cells
60871,60871,Hepatocytes
60987,60987,CAFs
60988,60988,CAFs
60989,60989,Malignant cells
60990,60990,CAFs
60991,60991,B cells
60992,60992,CAFs
60993,60993,TECs
60994,60994,CAFs
60995,60995,TECs
60996,60996,B cells
60997,60997,CAFs
60998,60998,CAFs
60999,60999,CAFs
61000,61000,CAFs
61001,61001,CAFs
61002,61002,CAFs
61003,61003,CAFs
61004,61004,CAFs
61005,61005,CAFs
61006,61006,CAFs
61007,61007,CAFs
61008,61008,CAFs
61009,61009,Malignant cells
61010,61010,CAFs
61011,61011,Hepatocytes
61012,61012,TECs
61013,61013,CAFs
61014,61014,CAFs
61015,61015,CAFs
61016,61016,CAFs
61017,61017,CAFs
61018,61018,CAFs
61019,61019,CAFs
61020,61020,Hepatocytes
61021,61021,T cells
61022,61022,TAMs
61023,61023,Monocytes
61024,61024,Malignant cells
61025,61025,CAFs
61026,61026,CAFs
61027,61027,Malignant cells
61028,61028,CAFs
61029,61029,CAFs
61030,61030,T cells
61031,61031,CAFs
61032,61032,T cells
61033,61033,Malignant cells
61034,61034,Malignant cells
61035,61035,Malignant cells
61036,61036,TECs
61037,61037,TAMs
61038,61038,Hepatocytes
61039,61039,TAMs
61040,61040,Hepatocytes
61041,61041,T cells
61042,61042,Neutrophils
61043,61043,Hepatocytes
61044,61044,CAFs
61045,61045,Hepatocytes
61046,61046,Cholangiocytes
61047,61047,Hepatocytes
61048,61048,Hepatocytes
61049,61049,Hepatocytes
61050,61050,TAMs
61051,61051,T cells
61052,61052,Malignant cells
61053,61053,TAMs
61054,61054,Hepatocytes
61055,61055,TECs
61056,61056,CAFs
61057,61057,Hepatocytes
61064,61064,CAFs
61065,61065,CAFs
61066,61066,TECs
61067,61067,CAFs
61068,61068,T cells
61069,61069,CAFs
61070,61070,CAFs
61071,61071,TECs
61072,61072,CAFs
61073,61073,CAFs
61074,61074,CAFs
61075,61075,CAFs
61076,61076,TECs
61077,61077,CAFs
61078,61078,TECs
61079,61079,CAFs
61080,61080,T cells
61081,61081,CAFs
61082,61082,Monocytes
61083,61083,CAFs
61084,61084,TECs
61085,61085,CAFs
61086,61086,T cells
61087,61087,CAFs
61088,61088,CAFs
61089,61089,CAFs
61090,61090,NK cells
61091,61091,CAFs
61092,61092,CAFs
61093,61093,CAFs
61094,61094,CAFs
61095,61095,T cells
61096,61096,CAFs
61097,61097,CAFs
61098,61098,Myofibroblasts
61099,61099,Cholangiocytes
61100,61100,CAFs
61101,61101,CAFs
61243,61243,Malignant cells
61244,61244,Hepatocytes
61245,61245,CAFs
61246,61246,Hepatocytes
61247,61247,Hepatocytes
61248,61248,TECs
61249,61249,CAFs
61250,61250,Malignant cells
61251,61251,CAFs
61252,61252,CAFs
61253,61253,Malignant cells
61254,61254,Hepatocytes
61255,61255,CAFs
61256,61256,Malignant cells
61257,61257,TECs
61258,61258,CAFs
61259,61259,Hepatocytes
61260,61260,CAFs
61261,61261,Hepatocytes
61262,61262,Hepatocytes
61263,61263,CAFs
61264,61264,CAFs
61265,61265,CAFs
61266,61266,Hepatocytes
61267,61267,TECs
61268,61268,CAFs
61269,61269,CAFs
61270,61270,Cholangiocytes
61271,61271,TECs
61272,61272,TECs
61273,61273,CAFs
61274,61274,CAFs
61275,61275,CAFs
61276,61276,CAFs
61277,61277,CAFs
61278,61278,TECs
61279,61279,TECs
61280,61280,TECs
61281,61281,TAMs
61800,61800,CAFs
61801,61801,CAFs
61802,61802,CAFs
61803,61803,CAFs
61804,61804,CAFs
61805,61805,CAFs
61806,61806,CAFs
61807,61807,CAFs
61808,61808,CAFs
61809,61809,CAFs
61810,61810,Hepatocytes
61811,61811,CAFs
61812,61812,Dendritic cells
61813,61813,Monocytes
61814,61814,CAFs
61815,61815,CAFs
61816,61816,TECs
61817,61817,CAFs
61818,61818,T cells
61819,61819,TECs
61820,61820,CAFs
61821,61821,CAFs
61822,61822,CAFs
61823,61823,TECs
61824,61824,CAFs
61825,61825,CAFs
61826,61826,CAFs
61827,61827,CAFs
61828,61828,CAFs
61829,61829,Cholangiocytes
61830,61830,TECs
61831,61831,TECs
61832,61832,Plasma cells
61833,61833,CAFs
61834,61834,CAFs
61835,61835,Malignant cells
61836,61836,CAFs
61837,61837,CAFs
61838,61838,CAFs
61839,61839,CAFs
61840,61840,CAFs
61841,61841,Neutrophils
61842,61842,CAFs
61843,61843,CAFs
61844,61844,CAFs
61845,61845,TECs
61846,61846,CAFs
61847,61847,CAFs
61848,61848,CAFs
61849,61849,CAFs
61891,61891,Hepatocytes
61892,61892,CAFs
61893,61893,Cholangiocytes
61894,61894,TECs
61895,61895,TECs
61896,61896,CAFs
61897,61897,TAMs
61898,61898,T cells
61899,61899,CAFs
61900,61900,CAFs
61901,61901,CAFs
61902,61902,CAFs
61903,61903,CAFs
61904,61904,CAFs
61905,61905,CAFs
61906,61906,CAFs
61907,61907,CAFs
61908,61908,CAFs
61909,61909,CAFs
61910,61910,TECs
61911,61911,CAFs
61912,61912,CAFs
61913,61913,CAFs
61914,61914,Monocytes
61915,61915,CAFs
61916,61916,CAFs
61917,61917,CAFs
61918,61918,CAFs
61919,61919,Monocytes
61920,61920,CAFs
61921,61921,CAFs
61922,61922,CAFs
61923,61923,CAFs
61924,61924,CAFs
61925,61925,CAFs
61926,61926,CAFs
61927,61927,Cholangiocytes
61928,61928,Malignant cells
61929,61929,Cholangiocytes
61930,61930,Cholangiocytes
61931,61931,Malignant cells
61932,61932,Malignant cells
61933,61933,CAFs
61934,61934,CAFs
61935,61935,CAFs
61936,61936,CAFs
61937,61937,CAFs
61956,61956,TAMs
61957,61957,CAFs
61958,61958,CAFs
61959,61959,CAFs
61960,61960,TAMs
61961,61961,Malignant cells
61962,61962,Cholangiocytes
61963,61963,Malignant cells
61964,61964,CAFs
61965,61965,CAFs
61966,61966,CAFs
61967,61967,Hepatocytes
61968,61968,CAFs
61969,61969,T cells
61970,61970,CAFs
61971,61971,T cells
61972,61972,CAFs
61973,61973,CAFs
61974,61974,T cells
61975,61975,T cells
61976,61976,TAMs
61977,61977,CAFs
61978,61978,CAFs
61979,61979,CAFs
61980,61980,CAFs
61981,61981,TAMs
61982,61982,CAFs
61983,61983,CAFs
61984,61984,CAFs
61985,61985,CAFs
61986,61986,CAFs
61987,61987,CAFs
61988,61988,CAFs
61989,61989,CAFs
61990,61990,CAFs
61991,61991,CAFs
61992,61992,CAFs
61993,61993,CAFs
61994,61994,CAFs
61995,61995,TAMs
61996,61996,CAFs
61997,61997,CAFs
61998,61998,CAFs
61999,61999,NK cells
62000,62000,CAFs
62001,62001,CAFs
62002,62002,CAFs
62068,62068,CAFs
62069,62069,CAFs
62070,62070,CAFs
62071,62071,CAFs
62072,62072,CAFs
62073,62073,CAFs
62074,62074,CAFs
62075,62075,CAFs
62076,62076,CAFs
62077,62077,CAFs
62078,62078,CAFs
62079,62079,CAFs
62080,62080,CAFs
62081,62081,CAFs
62082,62082,CAFs
62083,62083,CAFs
62084,62084,CAFs
62085,62085,CAFs
62086,62086,CAFs
62087,62087,TECs
62088,62088,CAFs
62089,62089,CAFs
62090,62090,CAFs
62091,62091,CAFs
62092,62092,Neutrophils
62093,62093,CAFs
62094,62094,CAFs
62095,62095,CAFs
62118,62118,CAFs
62119,62119,CAFs
62120,62120,CAFs
62121,62121,CAFs
62122,62122,CAFs
62123,62123,TECs
62124,62124,CAFs
62125,62125,CAFs
62126,62126,CAFs
62127,62127,CAFs
62128,62128,CAFs
76952,76952,Malignant cells
76953,76953,Malignant cells
76954,76954,Malignant cells
76955,76955,Malignant cells
76956,76956,Malignant cells
76957,76957,Malignant cells
76958,76958,Malignant cells
76959,76959,Malignant cells
76960,76960,Malignant cells
76961,76961,Malignant cells
76962,76962,Malignant cells
76963,76963,Malignant cells
76964,76964,Malignant cells
76965,76965,Hepatocytes
76966,76966,Malignant cells
76967,76967,Malignant cells
76968,76968,Malignant cells
76969,76969,Hepatocytes
76970,76970,Malignant cells
76971,76971,Malignant cells
76972,76972,Malignant cells
76973,76973,Malignant cells
76974,76974,Malignant cells
76975,76975,Malignant cells
76976,76976,Malignant cells
76977,76977,Malignant cells
76978,76978,Malignant cells
76979,76979,Hepatocytes
76980,76980,Malignant cells
76981,76981,Malignant cells
76982,76982,TECs
76983,76983,Hepatocytes
76984,76984,Malignant cells
76985,76985,Malignant cells
76986,76986,Malignant cells
76987,76987,TECs
76988,76988,Malignant cells
76989,76989,Malignant cells
76990,76990,Malignant cells
76991,76991,TECs
76992,76992,Malignant cells
76993,76993,Malignant cells
76994,76994,Malignant cells
76995,76995,Malignant cells
76996,76996,Hepatocytes
76997,76997,Malignant cells
76998,76998,Hepatocytes
76999,76999,Hepatocytes
77000,77000,Malignant cells
77001,77001,Malignant cells
77002,77002,Hepatocytes
77003,77003,Malignant cells
77004,77004,Malignant cells
77005,77005,Malignant cells
77006,77006,Malignant cells
77007,77007,Malignant cells
77008,77008,Hepatocytes
77009,77009,Malignant cells
77010,77010,Malignant cells
77011,77011,Malignant cells
77012,77012,Hepatocytes
77013,77013,Malignant cells
77014,77014,Malignant cells
77015,77015,Malignant cells
77016,77016,TAMs
77017,77017,Malignant cells
77018,77018,Malignant cells
77019,77019,Malignant cells
77020,77020,Malignant cells
77021,77021,Malignant cells
77022,77022,Malignant cells
77023,77023,Malignant cells
77024,77024,Malignant cells
77025,77025,Malignant cells
77026,77026,Malignant cells
77027,77027,TECs
77028,77028,Malignant cells
77029,77029,Malignant cells
77030,77030,Malignant cells
77031,77031,TECs
77032,77032,Malignant cells
77033,77033,Hepatocytes
77034,77034,Malignant cells
77035,77035,Malignant cells
77036,77036,Malignant cells
77037,77037,Malignant cells
77038,77038,Malignant cells
77039,77039,Malignant cells
77040,77040,Hepatocytes
77041,77041,TECs
77042,77042,Malignant cells
77043,77043,Malignant cells
77044,77044,Malignant cells
77045,77045,Hepatocytes
77046,77046,Malignant cells
77047,77047,Malignant cells
77048,77048,Hepatocytes
77049,77049,Malignant cells
77050,77050,Hepatocytes
77051,77051,Malignant cells
77052,77052,TAMs
77053,77053,Hepatocytes
77054,77054,Malignant cells
77055,77055,Hepatocytes
77056,77056,Malignant cells
77057,77057,Hepatocytes
77058,77058,TAMs
77059,77059,Malignant cells
77060,77060,Hepatocytes
77061,77061,Malignant cells
77062,77062,Hepatocytes
77063,77063,TECs
77064,77064,Malignant cells
77065,77065,Hepatocytes
77066,77066,Hepatocytes
77067,77067,CAFs
77068,77068,Hepatocytes
77069,77069,Malignant cells
77070,77070,CAFs
77071,77071,T cells
77072,77072,TECs
77073,77073,Malignant cells
77074,77074,Hepatocytes
77075,77075,Hepatocytes
77076,77076,Malignant cells
77077,77077,Malignant cells
77078,77078,Malignant cells
77079,77079,Hepatocytes
77080,77080,Hepatocytes
77081,77081,Malignant cells
77082,77082,Malignant cells
77083,77083,Hepatocytes
77084,77084,Malignant cells
77085,77085,Malignant cells
77086,77086,Malignant cells
77087,77087,Malignant cells
77088,77088,Malignant cells
77089,77089,Malignant cells
77090,77090,Malignant cells
77091,77091,Malignant cells
77092,77092,Malignant cells
77093,77093,Malignant cells
77094,77094,Hepatocytes
77095,77095,Malignant cells
77096,77096,Malignant cells
77097,77097,Malignant cells
77098,77098,Hepatocytes
77099,77099,Malignant cells
77100,77100,Malignant cells
77101,77101,Malignant cells
77102,77102,Malignant cells
77103,77103,Malignant cells
77104,77104,Hepatocytes
77105,77105,Malignant cells
77106,77106,Malignant cells
77107,77107,Hepatocytes
77108,77108,Malignant cells
77109,77109,Malignant cells
77110,77110,Malignant cells
77111,77111,Malignant cells
77112,77112,Malignant cells
77113,77113,Hepatocytes
77114,77114,TAMs
77115,77115,Malignant cells
77116,77116,Malignant cells
77117,77117,Malignant cells
77118,77118,TECs
77119,77119,Malignant cells
77120,77120,TAMs
77121,77121,Malignant cells
77122,77122,T cells
77123,77123,Malignant cells
77124,77124,Malignant cells
77125,77125,T cells
77126,77126,Hepatocytes
77127,77127,Malignant cells
77128,77128,Hepatocytes
77129,77129,Malignant cells
77130,77130,Malignant cells
77131,77131,Malignant cells
77132,77132,Malignant cells
77133,77133,Malignant cells
77134,77134,Malignant cells
77135,77135,Malignant cells
77136,77136,Malignant cells
77137,77137,Malignant cells
77138,77138,Hepatocytes
77139,77139,TAMs
77140,77140,Malignant cells
77141,77141,Malignant cells
77142,77142,Malignant cells
77143,77143,Malignant cells
77144,77144,TECs
77145,77145,TECs
77146,77146,TECs
77147,77147,Malignant cells
77148,77148,Malignant cells
77149,77149,T cells
77150,77150,Hepatocytes
77151,77151,T cells
77152,77152,Malignant cells
77153,77153,Malignant cells
77154,77154,TECs
77155,77155,Malignant cells
77156,77156,Malignant cells
77157,77157,Malignant cells
77158,77158,T cells
77159,77159,TECs
77160,77160,TECs
77161,77161,TECs
77162,77162,TECs
77163,77163,Malignant cells
77164,77164,CAFs
77165,77165,Malignant cells
77166,77166,TECs
77167,77167,Malignant cells
77168,77168,Hepatocytes
77169,77169,Malignant cells
77170,77170,TECs
77171,77171,Malignant cells
77172,77172,Hepatocytes
77173,77173,Malignant cells
77174,77174,Malignant cells
77175,77175,Malignant cells
77176,77176,TECs
77177,77177,Hepatocytes
77178,77178,Malignant cells
77179,77179,Malignant cells
77180,77180,Malignant cells
77181,77181,Malignant cells
77182,77182,Malignant cells
77183,77183,Hepatocytes
77184,77184,TECs
77185,77185,Malignant cells
77186,77186,Malignant cells
77187,77187,Malignant cells
77188,77188,TECs
77189,77189,Hepatocytes
77190,77190,Malignant cells
77191,77191,Malignant cells
77192,77192,Malignant cells
77193,77193,TECs
77194,77194,Malignant cells
77195,77195,Hepatocytes
77196,77196,Malignant cells
77197,77197,Malignant cells
77198,77198,Malignant cells
77199,77199,Malignant cells
77200,77200,Hepatocytes
77201,77201,Malignant cells
77202,77202,Malignant cells
77203,77203,Malignant cells
77204,77204,Hepatocytes
77205,77205,Malignant cells
77206,77206,Malignant cells
77207,77207,Malignant cells
77208,77208,Hepatocytes
77209,77209,Malignant cells
77210,77210,Hepatocytes
77211,77211,Malignant cells
77212,77212,Malignant cells
77213,77213,Malignant cells
77214,77214,Malignant cells
77215,77215,Hepatocytes
77216,77216,Malignant cells
77217,77217,Malignant cells
77218,77218,Malignant cells
77219,77219,Malignant cells
77220,77220,Malignant cells
77221,77221,Malignant cells
77222,77222,Hepatocytes
77223,77223,Malignant cells
77224,77224,Malignant cells
77225,77225,Malignant cells
77226,77226,Malignant cells
77227,77227,Malignant cells
77228,77228,Hepatocytes
77229,77229,Malignant cells
77230,77230,Malignant cells
77231,77231,Malignant cells
77232,77232,Malignant cells
77233,77233,Malignant cells
77234,77234,Malignant cells
77235,77235,Malignant cells
77236,77236,Hepatocytes
77237,77237,T cells
77238,77238,Malignant cells
77239,77239,Malignant cells
77240,77240,Malignant cells
77241,77241,Malignant cells
77242,77242,Malignant cells
77243,77243,TECs
77244,77244,Malignant cells
77245,77245,Malignant cells
77246,77246,Malignant cells
77247,77247,Hepatocytes
77248,77248,TECs
77249,77249,Malignant cells
77250,77250,Malignant cells
77251,77251,Hepatocytes
77252,77252,Hepatocytes
77253,77253,Malignant cells
77254,77254,Malignant cells
77255,77255,CAFs
77256,77256,Malignant cells
77257,77257,Malignant cells
77258,77258,Malignant cells
77259,77259,Malignant cells
77260,77260,Malignant cells
77261,77261,Malignant cells
77262,77262,Hepatocytes
77263,77263,Hepatocytes
77264,77264,Malignant cells
77265,77265,Hepatocytes
77266,77266,Malignant cells
77267,77267,Malignant cells
77268,77268,Hepatocytes
77269,77269,Malignant cells
77270,77270,TAMs
77271,77271,TAMs
77272,77272,Hepatocytes
77273,77273,Malignant cells
77274,77274,Malignant cells
77275,77275,Malignant cells
77276,77276,Malignant cells
77277,77277,Malignant cells
77278,77278,Malignant cells
77279,77279,Malignant cells
77280,77280,CAFs
77281,77281,Malignant cells
77282,77282,Malignant cells
77283,77283,Malignant cells
77284,77284,TECs
77285,77285,Malignant cells
77286,77286,Malignant cells
77287,77287,Hepatocytes
77288,77288,Malignant cells
77289,77289,Malignant cells
77290,77290,Malignant cells
77291,77291,Hepatocytes
77292,77292,Malignant cells
77293,77293,Malignant cells
77294,77294,Malignant cells
77295,77295,Malignant cells
77296,77296,Malignant cells
77297,77297,Malignant cells
77298,77298,Malignant cells
77299,77299,Malignant cells
77300,77300,Malignant cells
77301,77301,Malignant cells
77302,77302,Malignant cells
77303,77303,Malignant cells
77304,77304,Malignant cells
77305,77305,Malignant cells
77306,77306,Malignant cells
77307,77307,Malignant cells
77308,77308,Malignant cells
77309,77309,TECs
77310,77310,Hepatocytes
77311,77311,Hepatocytes
77312,77312,CAFs
77313,77313,TECs
77314,77314,Malignant cells
77315,77315,Malignant cells
77316,77316,Hepatocytes
77317,77317,Malignant cells
77318,77318,Malignant cells
77319,77319,Malignant cells
77320,77320,Malignant cells
77321,77321,Malignant cells
77322,77322,Hepatocytes
77323,77323,Malignant cells
77324,77324,Malignant cells
77325,77325,Malignant cells
77326,77326,Malignant cells
77327,77327,TECs
77328,77328,TECs
77329,77329,Malignant cells
77330,77330,TECs
77331,77331,TECs
77332,77332,Hepatocytes
77333,77333,Hepatocytes
77334,77334,Malignant cells
77335,77335,Malignant cells
77336,77336,Malignant cells
77337,77337,Malignant cells
77338,77338,Malignant cells
77339,77339,TECs
77340,77340,Malignant cells
77341,77341,Malignant cells
77342,77342,Malignant cells
77343,77343,Malignant cells
77344,77344,Malignant cells
77345,77345,Malignant cells
77346,77346,Malignant cells
77347,77347,Malignant cells
77348,77348,Malignant cells
77349,77349,Malignant cells
77350,77350,Malignant cells
77351,77351,Malignant cells
77352,77352,Malignant cells
77353,77353,Hepatocytes
77354,77354,Malignant cells
77355,77355,Malignant cells
77356,77356,Malignant cells
77357,77357,Malignant cells
77358,77358,Hepatocytes
77359,77359,Malignant cells
77360,77360,Malignant cells
77361,77361,Hepatocytes
77362,77362,TAMs
77363,77363,Malignant cells
77364,77364,Malignant cells
77365,77365,Malignant cells
77366,77366,Malignant cells
77367,77367,Malignant cells
77368,77368,Malignant cells
77369,77369,Malignant cells
77370,77370,Malignant cells
77371,77371,Hepatocytes
77372,77372,Malignant cells
77373,77373,Malignant cells
77374,77374,Malignant cells
77375,77375,Malignant cells
77376,77376,Malignant cells
77377,77377,Malignant cells
77378,77378,Malignant cells
77379,77379,Malignant cells
77380,77380,Malignant cells
77381,77381,Malignant cells
77382,77382,Malignant cells
77383,77383,Malignant cells
77384,77384,Malignant cells
77385,77385,Malignant cells
77386,77386,Malignant cells
77387,77387,Malignant cells
77388,77388,Malignant cells
77389,77389,Malignant cells
77390,77390,Malignant cells
77391,77391,Hepatocytes
77392,77392,Malignant cells
77393,77393,Malignant cells
77394,77394,Hepatocytes
77395,77395,Malignant cells
77396,77396,TECs
77397,77397,Malignant cells
77398,77398,Hepatocytes
77399,77399,Malignant cells
77400,77400,Malignant cells
77401,77401,Malignant cells
77402,77402,Hepatocytes
77403,77403,Hepatocytes
77404,77404,Malignant cells
77405,77405,Malignant cells
77406,77406,TECs
77407,77407,Malignant cells
77408,77408,Malignant cells
77409,77409,Malignant cells
77410,77410,Malignant cells
77411,77411,Malignant cells
77412,77412,TECs
77413,77413,Hepatocytes
77414,77414,Malignant cells
77415,77415,Malignant cells
77416,77416,Hepatocytes
77417,77417,TAMs
77418,77418,Hepatocytes
77419,77419,Hepatocytes
77420,77420,Malignant cells
77421,77421,Hepatocytes
77422,77422,Malignant cells
77423,77423,Hepatocytes
77424,77424,Malignant cells
77425,77425,Hepatocytes
77426,77426,Malignant cells
77427,77427,Malignant cells
77428,77428,Malignant cells
77429,77429,Hepatocytes
77430,77430,Hepatocytes
77431,77431,Malignant cells
77432,77432,Malignant cells
77433,77433,Malignant cells
77434,77434,Malignant cells
77435,77435,Malignant cells
77436,77436,Hepatocytes
77437,77437,Malignant cells
77438,77438,Hepatocytes
77439,77439,Malignant cells
77440,77440,Malignant cells
77441,77441,Malignant cells
77442,77442,Malignant cells
77443,77443,Malignant cells
77444,77444,Malignant cells
77445,77445,Malignant cells
77446,77446,Malignant cells
77447,77447,Malignant cells
77448,77448,Hepatocytes
77449,77449,Hepatocytes
77450,77450,Malignant cells
77451,77451,Malignant cells
77452,77452,Malignant cells
77453,77453,Malignant cells
77454,77454,Malignant cells
77455,77455,Malignant cells
77456,77456,Malignant cells
77457,77457,Malignant cells
77458,77458,Malignant cells
77459,77459,Malignant cells
77460,77460,Malignant cells
77461,77461,Malignant cells
77462,77462,Hepatocytes
77463,77463,Hepatocytes
77464,77464,Malignant cells
77465,77465,Malignant cells
77466,77466,Malignant cells
77467,77467,Malignant cells
77468,77468,Malignant cells
77469,77469,Malignant cells
77470,77470,Malignant cells
77471,77471,Malignant cells
77472,77472,Malignant cells
77473,77473,Malignant cells
77474,77474,Malignant cells
77475,77475,Hepatocytes
77476,77476,Malignant cells
77477,77477,Hepatocytes
77478,77478,Malignant cells
77479,77479,Malignant cells
77480,77480,Hepatocytes
77481,77481,Malignant cells
77482,77482,Malignant cells
77483,77483,Malignant cells
77484,77484,Malignant cells
77485,77485,Malignant cells
77486,77486,Hepatocytes
77487,77487,Malignant cells
77488,77488,Hepatocytes
77489,77489,Malignant cells
77490,77490,Malignant cells
77491,77491,Malignant cells
77492,77492,Malignant cells
77493,77493,Hepatocytes
77494,77494,Malignant cells
77495,77495,Hepatocytes
77496,77496,Malignant cells
77497,77497,Malignant cells
77498,77498,Malignant cells
77499,77499,Malignant cells
77500,77500,Malignant cells
77501,77501,Malignant cells
77502,77502,Malignant cells
77503,77503,Malignant cells
77504,77504,Malignant cells
77505,77505,Malignant cells
77506,77506,Malignant cells
77507,77507,Malignant cells
77508,77508,Hepatocytes
77509,77509,Hepatocytes
77510,77510,Malignant cells
77511,77511,Malignant cells
77512,77512,Malignant cells
77513,77513,Malignant cells
77514,77514,Malignant cells
77515,77515,Malignant cells
77516,77516,Malignant cells
77517,77517,Hepatocytes
77518,77518,Hepatocytes
77519,77519,Malignant cells
77520,77520,Hepatocytes
77521,77521,Malignant cells
77522,77522,Malignant cells
77523,77523,Hepatocytes
77524,77524,Malignant cells
77525,77525,TECs
77526,77526,Malignant cells
77527,77527,Hepatocytes
77528,77528,Hepatocytes
77529,77529,Malignant cells
77530,77530,Malignant cells
77531,77531,Malignant cells
77532,77532,Hepatocytes
77533,77533,Malignant cells
77534,77534,Hepatocytes
77535,77535,Malignant cells
77536,77536,Malignant cells
77537,77537,Malignant cells
77538,77538,Malignant cells
77539,77539,Hepatocytes
77540,77540,TECs
77541,77541,Hepatocytes
77542,77542,Malignant cells
77543,77543,Malignant cells
77544,77544,Malignant cells
77545,77545,Malignant cells
77546,77546,Malignant cells
77547,77547,TECs
77548,77548,Malignant cells
77549,77549,Malignant cells
77550,77550,Hepatocytes
77551,77551,TECs
77552,77552,Hepatocytes
77553,77553,TECs
